Date,stock,value,change
9/9/2009,MSFT,20.906618,0.887809783
9/9/2009,IBM,101.262933,0.779373041
9/9/2009,SBUX,9.204164,-0.597316606
9/9/2009,AAPL,22.641561,0.82972636
9/9/2009,GSPC,1033.369995,1.042223023
9/10/2009,MSFT,21.092229,-0.559997713
9/10/2009,IBM,102.052149,0.322941754
9/10/2009,SBUX,9.149186,-0.400603944
9/10/2009,AAPL,22.829424,-0.231801731
9/10/2009,GSPC,1044.140015,-0.135042713
9/11/2009,MSFT,20.974113,0.563151348
9/11/2009,IBM,102.381718,0.703086463
9/11/2009,SBUX,9.112534,0.955266669
9/11/2009,AAPL,22.776505,0.906131121
9/11/2009,GSPC,1042.72998,0.633911571
9/14/2009,MSFT,21.092229,0.800000797
9/14/2009,IBM,103.10155,0.395357781
9/14/2009,SBUX,9.199583,-1.444228505
9/14/2009,AAPL,22.98289,0.828920993
9/14/2009,GSPC,1049.339966,0.313534136
9/15/2009,MSFT,21.260967,0
9/15/2009,IBM,103.50917,2.069545143
9/15/2009,SBUX,9.06672,0.303185717
9/15/2009,AAPL,23.1734,3.830780119
9/15/2009,GSPC,1052.630005,1.532352766
9/16/2009,MSFT,21.260967,0.396821085
9/16/2009,IBM,105.651339,0.049250677
9/16/2009,SBUX,9.094209,1.158693406
9/16/2009,AAPL,24.061122,1.473584648
9/16/2009,GSPC,1068.76001,-0.305963918
9/17/2009,MSFT,21.345335,-0.158100119
9/17/2009,IBM,105.703373,0.188712994
9/17/2009,SBUX,9.199583,3.386446973
9/17/2009,AAPL,24.415683,0.254672376
9/17/2009,GSPC,1065.48999,0.263733965
9/18/2009,MSFT,21.311588,0.158350471
9/18/2009,IBM,105.902849,-0.442225119
9/18/2009,SBUX,9.511122,-0.433524036
9/18/2009,AAPL,24.477863,-0.540480188
9/18/2009,GSPC,1068.300049,-0.340729648
9/21/2009,MSFT,21.345335,1.857712704
9/21/2009,IBM,105.43452,0.032903835
9/21/2009,SBUX,9.469889,-0.967593179
9/21/2009,AAPL,24.345565,0.249971607
9/21/2009,GSPC,1064.660034,0.657486876
9/22/2009,MSFT,21.74187,-0.232836458
9/22/2009,IBM,105.469212,-0.649618962
9/22/2009,SBUX,9.378259,-3.810440723
9/22/2009,AAPL,24.406422,0.552903658
9/22/2009,GSPC,1071.660034,-1.006852795
9/23/2009,MSFT,21.691247,0.894600481
9/23/2009,IBM,104.784064,0.099324264
9/23/2009,SBUX,9.020906,-2.64094316
9/23/2009,AAPL,24.541366,-0.905658634
9/23/2009,GSPC,1060.869995,-0.951102967
9/24/2009,MSFT,21.885297,-1.503475141
9/24/2009,IBM,104.88814,0.115759513
9/24/2009,SBUX,8.782669,3.442882796
9/24/2009,AAPL,24.319105,-0.788820148
9/24/2009,GSPC,1050.780029,-0.609073624
9/25/2009,MSFT,21.556257,1.095895266
9/25/2009,IBM,105.009558,-1.445325577
9/25/2009,SBUX,9.085046,3.983865354
9/25/2009,AAPL,24.127271,2.072712658
9/25/2009,GSPC,1044.380005,1.780958551
9/28/2009,MSFT,21.792491,-0.309721362
9/28/2009,IBM,103.491828,-0.435770639
9/28/2009,SBUX,9.446982,-1.163927273
9/28/2009,AAPL,24.62736,-0.413645636
9/28/2009,GSPC,1062.97998,-0.222957633
9/29/2009,MSFT,21.724995,-0.116506356
9/29/2009,IBM,103.040841,0.6733466
9/29/2009,SBUX,9.337026,1.324832982
9/29/2009,AAPL,24.52549,-0.016183163
9/29/2009,GSPC,1060.609985,-0.332830074
9/30/2009,MSFT,21.699684,-3.265941569
9/30/2009,IBM,103.734663,-1.429645556
9/30/2009,SBUX,9.460726,-3.292981955
9/30/2009,AAPL,24.521521,-2.422443534
9/30/2009,GSPC,1057.079956,-2.575962191
10/1/2009,MSFT,20.990985,0.321542796
10/1/2009,IBM,102.251625,0.949953607
10/1/2009,SBUX,9.149186,-1.151719945
10/1/2009,AAPL,23.927501,2.233772762
10/1/2009,GSPC,1029.849976,-0.450552518
10/2/2009,MSFT,21.05848,-1.282048847
10/2/2009,IBM,103.222968,0.613345084
10/2/2009,SBUX,9.043813,1.621064036
10/2/2009,AAPL,24.461987,0.60573166
10/2/2009,GSPC,1025.209961,1.487500179
10/5/2009,MSFT,20.7885,1.907472882
10/5/2009,IBM,103.856081,1.336116274
10/5/2009,SBUX,9.190419,2.342983492
10/5/2009,AAPL,24.610161,2.144931112
10/5/2009,GSPC,1040.459961,1.370548655
10/6/2009,MSFT,21.185035,-0.039825282
10/6/2009,IBM,105.243719,1.178409516
10/6/2009,SBUX,9.405749,-0.633229741
10/6/2009,AAPL,25.138032,0.126310604
10/6/2009,GSPC,1054.719971,0.2711606
10/7/2009,MSFT,21.176598,2.270912448
10/7/2009,IBM,106.483921,-0.399086544
10/7/2009,SBUX,9.346189,0.343134512
10/7/2009,AAPL,25.169784,-0.515109705
10/7/2009,GSPC,1057.579956,0.746990708
10/8/2009,MSFT,21.6575,-0.467473162
10/8/2009,IBM,106.058958,2.976531223
10/8/2009,SBUX,9.378259,-1.123588077
10/8/2009,AAPL,25.040132,0.634010236
10/8/2009,GSPC,1065.47998,0.564065971
10/9/2009,MSFT,21.556257,0.665361338
10/9/2009,IBM,109.215836,0.881442687
10/9/2009,SBUX,9.272886,0.592889851
10/9/2009,AAPL,25.198889,0.17850787
10/9/2009,GSPC,1071.48999,0.438636949
10/12/2009,MSFT,21.699684,0.349922146
10/12/2009,IBM,110.178511,-0.015746265
10/12/2009,SBUX,9.327864,-0.834971436
10/12/2009,AAPL,25.243871,-0.41402525
10/12/2009,GSPC,1076.189941,-0.278761201
10/13/2009,MSFT,21.775616,0.581168404
10/13/2009,IBM,110.161162,1.047085905
10/13/2009,SBUX,9.249979,1.73352826
10/13/2009,AAPL,25.139355,0.668350481
10/13/2009,GSPC,1073.189941,1.754589591
10/14/2009,MSFT,21.902169,2.889060896
10/14/2009,IBM,111.314644,-0.288275638
10/14/2009,SBUX,9.41033,0.876334836
10/14/2009,AAPL,25.307374,-0.381619997
10/14/2009,GSPC,1092.02002,0.415746865
10/15/2009,MSFT,22.534936,-0.786219229
10/15/2009,IBM,110.993751,-4.953902315
10/15/2009,SBUX,9.492796,-0.386103315
10/15/2009,AAPL,25.210796,-1.317165868
10/15/2009,GSPC,1096.560059,-0.809805621
10/16/2009,MSFT,22.357762,-0.528299747
10/16/2009,IBM,105.495229,1.167377911
10/16/2009,SBUX,9.456144,1.453499439
10/16/2009,AAPL,24.878728,0.962509016
10/16/2009,GSPC,1087.680054,0.940532095
10/19/2009,MSFT,22.239646,0.037936755
10/19/2009,IBM,106.726757,-0.195025133
10/19/2009,SBUX,9.593589,-1.957974226
10/19/2009,AAPL,25.118188,4.687658998
10/19/2009,GSPC,1097.910034,-0.62391041
10/20/2009,MSFT,22.248083,0.796356252
10/20/2009,IBM,106.518613,-1.587686839
10/20/2009,SBUX,9.405749,-0.925476536
10/20/2009,AAPL,26.295643,3.099220658
10/20/2009,GSPC,1091.060059,-0.885380683
10/21/2009,MSFT,22.425257,0.037622757
10/21/2009,IBM,104.827431,1.505749006
10/21/2009,SBUX,9.318701,1.573245026
10/21/2009,AAPL,27.110603,0.136636577
10/21/2009,GSPC,1081.400024,1.064361915
10/22/2009,MSFT,22.433694,5.377964057
10/22/2009,IBM,106.405869,-1.899096374
10/22/2009,SBUX,9.465307,-1.887693659
10/22/2009,AAPL,27.147646,-0.614038506
10/22/2009,GSPC,1092.910034,-1.217854863
10/23/2009,MSFT,23.64017,2.355461065
10/23/2009,IBM,104.385119,-0.207709683
10/23/2009,SBUX,9.286631,-1.085355927
10/23/2009,AAPL,26.980949,-0.715894018
10/23/2009,GSPC,1079.599976,-1.171732612
10/26/2009,MSFT,24.197005,-0.313807432
10/26/2009,IBM,104.168301,0.449587826
10/26/2009,SBUX,9.185838,-4.788022606
10/26/2009,AAPL,26.787794,-2.523701653
10/26/2009,GSPC,1066.949951,-0.331779105
10/27/2009,MSFT,24.121073,-1.993704841
10/27/2009,IBM,104.636629,0.704516198
10/27/2009,SBUX,8.746018,-1.833428653
10/27/2009,AAPL,26.11175,-2.518119238
10/27/2009,GSPC,1063.410034,-1.954093749
10/28/2009,MSFT,23.64017,0.713772363
10/28/2009,IBM,105.373811,1.127574289
10/28/2009,SBUX,8.585666,4.162228067
10/28/2009,AAPL,25.454225,2.053014775
10/28/2009,GSPC,1042.630005,2.251995424
10/29/2009,MSFT,23.808907,-1.736354382
10/29/2009,IBM,106.561979,-1.839343656
10/29/2009,SBUX,8.943021,-2.766402986
10/29/2009,AAPL,25.976804,-3.997959102
10/29/2009,GSPC,1066.109985,-2.80646879
10/30/2009,MSFT,23.3955,0.540928811
10/30/2009,IBM,104.601938,-0.041459079
10/30/2009,SBUX,8.695621,2.107486055
10/30/2009,AAPL,24.938262,0.429701156
10/30/2009,GSPC,1036.189941,0.645640701
11/2/2009,MSFT,23.522053,-1.255375115
11/2/2009,IBM,104.558571,0.497682777
11/2/2009,SBUX,8.87888,0.206399906
11/2/2009,AAPL,25.045422,-0.295810548
11/2/2009,GSPC,1042.880005,0.242600202
11/3/2009,MSFT,23.226763,1.925167101
11/3/2009,IBM,105.078941,0.10729362
11/3/2009,SBUX,8.897206,-1.081361947
11/3/2009,AAPL,24.971335,1.091395394
11/3/2009,GSPC,1045.410034,0.104262056
11/4/2009,MSFT,23.673917,1.461152373
11/4/2009,IBM,105.191684,1.492289067
11/4/2009,SBUX,8.800995,2.550757045
11/4/2009,AAPL,25.243871,1.687538334
11/4/2009,GSPC,1046.5,1.923555184
11/5/2009,MSFT,24.019829,0.175629893
11/5/2009,IBM,106.761448,0.76703437
11/5/2009,SBUX,9.025487,7.208120736
11/5/2009,AAPL,25.669871,0.159774858
11/5/2009,GSPC,1066.630005,0.250325229
11/6/2009,MSFT,24.062015,1.647962567
11/6/2009,IBM,107.580345,2.032555296
11/6/2009,SBUX,9.676055,-0.094697684
11/6/2009,AAPL,25.710885,3.663681744
11/6/2009,GSPC,1069.300049,2.223875985
11/9/2009,MSFT,24.458548,0.068990195
11/9/2009,IBM,109.766975,0.722225423
11/9/2009,SBUX,9.666892,1.469189891
11/9/2009,AAPL,26.65285,0.75448967
11/9/2009,GSPC,1093.079956,-0.006398983
11/10/2009,MSFT,24.475422,0.379184473
11/10/2009,IBM,110.55974,0.220627328
11/10/2009,SBUX,9.808917,1.401214833
11/10/2009,AAPL,26.853943,0.133023296
11/10/2009,GSPC,1093.01001,0.503197587
11/11/2009,MSFT,24.568229,0.82417418
11/11/2009,IBM,110.803665,-0.731189713
11/11/2009,SBUX,9.946361,-0.13818119
11/11/2009,AAPL,26.889665,-0.619929627
11/11/2009,GSPC,1098.51001,-1.025936942
11/12/2009,MSFT,24.770714,0.919614186
11/12/2009,IBM,109.99348,0.609849784
11/12/2009,SBUX,9.932617,0.461258095
11/12/2009,AAPL,26.722968,1.21788493
11/12/2009,GSPC,1087.23999,0.573929404
11/13/2009,MSFT,24.998509,-0.303742115
11/13/2009,IBM,110.664275,0.92892128
11/13/2009,SBUX,9.978432,1.285572723
11/13/2009,AAPL,27.048423,1.066272884
11/13/2009,GSPC,1093.47998,1.446763479
11/16/2009,MSFT,24.922578,2.006120715
11/16/2009,IBM,111.692259,0.327585818
11/16/2009,SBUX,10.106712,-0.31731388
11/16/2009,AAPL,27.336833,0.179062439
11/16/2009,GSPC,1109.300049,0.091940589
11/17/2009,MSFT,25.422555,0.366666529
11/17/2009,IBM,112.058147,-0.373171439
11/17/2009,SBUX,10.074642,-1.227825267
11/17/2009,AAPL,27.385783,-0.502413972
11/17/2009,GSPC,1110.319946,-0.046824071
11/18/2009,MSFT,25.515771,-1.095980992
11/18/2009,IBM,111.639978,-0.475999736
11/18/2009,SBUX,9.950943,-0.874771366
11/18/2009,AAPL,27.248193,-2.646146113
11/18/2009,GSPC,1109.800049,-1.342586443
11/19/2009,MSFT,25.236123,-0.537273495
11/19/2009,IBM,111.108572,-0.454760592
11/19/2009,SBUX,9.863895,-0.55736603
11/19/2009,AAPL,26.527166,-0.294249299
11/19/2009,GSPC,1094.900024,-0.321492275
11/20/2009,MSFT,25.100536,1.080351432
11/20/2009,IBM,110.603294,0.976683389
11/20/2009,SBUX,9.808917,0.934150019
11/20/2009,AAPL,26.44911,2.98119294
11/20/2009,GSPC,1091.380005,1.361577538
11/23/2009,MSFT,25.37171,-0.100202154
11/23/2009,IBM,111.683538,-0.210605792
11/23/2009,SBUX,9.900547,-1.295696086
11/23/2009,AAPL,27.237609,-0.69943364
11/23/2009,GSPC,1106.23999,-0.053330742
11/24/2009,MSFT,25.346287,-0.401198803
11/24/2009,IBM,111.448326,-0.508091077
11/24/2009,SBUX,9.772266,2.297225638
11/24/2009,AAPL,27.0471,-0.122286678
11/24/2009,GSPC,1105.650024,0.450412056
11/25/2009,MSFT,25.244598,-1.913399453
11/25/2009,IBM,110.882067,-1.241359435
11/25/2009,SBUX,9.996757,-1.787339634
11/25/2009,AAPL,27.014025,-1.763065667
11/25/2009,GSPC,1110.630005,-1.723347552
11/27/2009,MSFT,24.761568,0.650241536
11/27/2009,IBM,109.505622,0.517105871
11/27/2009,SBUX,9.818081,2.193178076
11/27/2009,AAPL,26.53775,-0.339000104
11/27/2009,GSPC,1091.48999,0.379299402
11/30/2009,MSFT,24.922578,2.040122013
11/30/2009,IBM,110.071882,1.258412207
11/30/2009,SBUX,10.033409,-0.776256604
11/30/2009,AAPL,26.447787,-1.470663689
11/30/2009,GSPC,1095.630005,1.207522607
12/1/2009,MSFT,25.431029,-0.766410199
12/1/2009,IBM,111.45704,-0.570582172
12/1/2009,SBUX,9.955524,-0.230093363
12/1/2009,AAPL,26.058829,-0.375688409
12/1/2009,GSPC,1108.859985,0.034269881
12/2/2009,MSFT,25.236123,0.167894252
12/2/2009,IBM,110.821086,0.267277655
12/2/2009,SBUX,9.932617,-2.583025199
12/2/2009,AAPL,25.960929,0.127399139
12/2/2009,GSPC,1109.23999,-0.840210061
12/3/2009,MSFT,25.278493,0.502850387
12/3/2009,IBM,111.117286,-0.235204629
12/3/2009,SBUX,9.676055,2.27272375
12/3/2009,AAPL,25.994003,-1.60830173
12/3/2009,GSPC,1099.920044,0.550943319
12/4/2009,MSFT,25.405606,-0.63374989
12/4/2009,IBM,110.855933,-0.165028605
12/4/2009,SBUX,9.895965,-0.925922838
12/4/2009,AAPL,25.575941,-2.260503338
12/4/2009,GSPC,1105.97998,-0.246838103
12/7/2009,MSFT,25.244598,-0.738510473
12/7/2009,IBM,110.672989,-0.188915111
12/7/2009,SBUX,9.804336,-0.841127844
12/7/2009,AAPL,24.997796,0.486902925
12/7/2009,GSPC,1103.25,-1.025158305
12/8/2009,MSFT,25.058164,0.473450489
12/8/2009,IBM,110.463911,1.25393985
12/8/2009,SBUX,9.721869,0.377005697
12/8/2009,AAPL,25.119511,4.176538309
12/8/2009,GSPC,1091.939941,0.367237231
12/9/2009,MSFT,25.176802,0.53854735
12/9/2009,IBM,111.849062,0.739931105
12/9/2009,SBUX,9.758521,4.741784129
12/9/2009,AAPL,26.168637,-0.692619184
12/9/2009,GSPC,1095.949951,0.583970554
12/10/2009,MSFT,25.312391,-0.066959301
12/10/2009,IBM,112.676668,0.262869861
12/10/2009,SBUX,10.221249,0.403404711
12/10/2009,AAPL,25.987388,-0.895992318
12/10/2009,GSPC,1102.349976,0.368309347
12/11/2009,MSFT,25.295442,0.871022534
12/11/2009,IBM,112.972861,0.192782583
12/11/2009,SBUX,10.262482,1.9642909
12/11/2009,AAPL,25.754543,1.186621716
12/11/2009,GSPC,1106.410034,0.695940091
12/14/2009,MSFT,25.515771,-0.298905332
12/14/2009,IBM,113.190653,-1.108279674
12/14/2009,SBUX,10.464067,-0.481610066
12/14/2009,AAPL,26.060152,-1.426538111
12/14/2009,GSPC,1114.109985,-0.554696671
12/15/2009,MSFT,25.439503,0.266491055
12/15/2009,IBM,111.936184,0.171220773
12/15/2009,SBUX,10.413671,-1.275842112
12/15/2009,AAPL,25.688394,0.442912079
12/15/2009,GSPC,1107.930054,0.112823007
12/16/2009,MSFT,25.507297,-1.661128578
12/16/2009,IBM,112.127842,-1.017796276
12/16/2009,SBUX,10.280809,-0.846703795
12/16/2009,AAPL,25.802171,-1.625394235
12/16/2009,GSPC,1109.180054,-1.181061447
12/17/2009,MSFT,25.083588,2.567567287
12/17/2009,IBM,110.986609,0.400315862
12/17/2009,SBUX,10.193761,6.426960569
12/17/2009,AAPL,25.382784,1.860733637
12/17/2009,GSPC,1096.079956,0.582988035
12/18/2009,MSFT,25.727626,0.527009371
12/18/2009,IBM,111.430906,0.578524418
12/18/2009,SBUX,10.84891,-2.280404207
12/18/2009,AAPL,25.85509,1.432735295
12/18/2009,GSPC,1102.469971,1.05037582
12/21/2009,MSFT,25.863213,0.982959851
12/21/2009,IBM,112.075561,0.994946615
12/21/2009,SBUX,10.601511,2.506482331
12/21/2009,AAPL,26.225525,1.074514238
12/21/2009,GSPC,1114.050049,0.356354816
12/22/2009,MSFT,26.117438,0.32446521
12/22/2009,IBM,113.190653,0.053880774
12/22/2009,SBUX,10.867236,0.084317668
12/22/2009,AAPL,26.507322,0.868439294
12/22/2009,GSPC,1118.02002,0.22986583
12/23/2009,MSFT,26.20218,0.25873038
12/23/2009,IBM,113.251641,0.438466936
12/23/2009,SBUX,10.876399,-0.336986534
12/23/2009,AAPL,26.737522,3.433942009
12/23/2009,GSPC,1120.589966,0.525617235
12/24/2009,MSFT,26.269973,0.548386555
12/24/2009,IBM,113.748212,1.332610837
12/24/2009,SBUX,10.839747,0.633981586
12/24/2009,AAPL,27.655673,1.229425876
12/24/2009,GSPC,1126.47998,0.115408087
12/28/2009,MSFT,26.414034,0.705806618
12/28/2009,IBM,115.264033,-0.34766179
12/28/2009,SBUX,10.908469,-1.259975162
12/28/2009,AAPL,27.995679,-1.18614019
12/28/2009,GSPC,1127.780029,-0.140105159
12/29/2009,MSFT,26.600466,-1.36986322
12/29/2009,IBM,114.863304,0.546076056
12/29/2009,SBUX,10.771025,-0.850698982
12/29/2009,AAPL,27.663611,1.214725728
12/29/2009,GSPC,1126.199951,0.019542977
12/30/2009,MSFT,26.236076,-1.550388099
12/30/2009,IBM,115.490545,-1.25972217
12/30/2009,SBUX,10.679396,-1.072504475
12/30/2009,AAPL,27.999648,-0.429973263
12/30/2009,GSPC,1126.420044,-1.004959745
12/31/2009,MSFT,25.829315,1.541999856
12/31/2009,IBM,114.035685,1.184112675
12/31/2009,SBUX,10.564859,-0.043370195
12/31/2009,AAPL,27.879257,1.556490548
12/31/2009,GSPC,1115.099976,1.604341708
1/4/2010,MSFT,26.227603,0.032305659
1/4/2010,IBM,115.385996,-1.207995813
1/4/2010,SBUX,10.560277,2.342741578
1/4/2010,AAPL,28.313195,0.172887588
1/4/2010,GSPC,1132.98999,0.311567625
1/5/2010,MSFT,26.236076,-0.613693145
1/5/2010,IBM,113.992138,-0.649603572
1/5/2010,SBUX,10.807677,-0.720645149
1/5/2010,AAPL,28.362145,-1.590630751
1/5/2010,GSPC,1136.52002,0.054552053
1/6/2010,MSFT,26.075067,-1.039970482
1/6/2010,IBM,113.251641,-0.346151276
1/6/2010,SBUX,10.729792,-0.256183904
1/6/2010,AAPL,27.911008,-0.184858963
1/6/2010,GSPC,1137.140015,0.400120121
1/7/2010,MSFT,25.803894,0.689651725
1/7/2010,IBM,112.859619,1.003475831
1/7/2010,SBUX,10.702304,-0.342468313
1/7/2010,AAPL,27.859412,0.664830973
1/7/2010,GSPC,1141.689941,0.288172724
1/8/2010,MSFT,25.981851,-1.272014838
1/8/2010,IBM,113.992138,-1.047008172
1/8/2010,SBUX,10.665652,-0.300694229
1/8/2010,AAPL,28.04463,-0.882158189
1/8/2010,GSPC,1144.97998,0.174675543
1/11/2010,MSFT,25.651358,-0.660721354
1/11/2010,IBM,112.798631,0.795488378
1/11/2010,SBUX,10.633581,-1.680308825
1/11/2010,AAPL,27.797232,-1.137501748
1/11/2010,GSPC,1146.97998,-0.938116548
1/12/2010,MSFT,25.481874,0.93115993
1/12/2010,IBM,113.695931,-0.214542418
1/12/2010,SBUX,10.454904,2.453987143
1/12/2010,AAPL,27.481038,1.410554434
1/12/2010,GSPC,1136.219971,0.832592565
1/13/2010,MSFT,25.719151,2.009883608
1/13/2010,IBM,113.452005,1.597175828
1/13/2010,SBUX,10.711466,0.727118025
1/13/2010,AAPL,27.868673,-0.579159259
1/13/2010,GSPC,1145.680054,0.242642524
1/14/2010,MSFT,26.236076,-0.322994186
1/14/2010,IBM,115.264033,-0.400573351
1/14/2010,SBUX,10.789351,-1.188959373
1/14/2010,AAPL,27.707269,-1.671204044
1/14/2010,GSPC,1148.459961,-1.082313047
1/15/2010,MSFT,26.151335,0.777704083
1/15/2010,IBM,114.802316,1.790863697
1/15/2010,SBUX,10.66107,1.332183355
1/15/2010,AAPL,27.244224,4.423829433
1/15/2010,GSPC,1136.030029,1.249962645
1/19/2010,MSFT,26.354715,-1.639869754
1/19/2010,IBM,116.858269,-2.899954816
1/19/2010,SBUX,10.803095,-1.22985126
1/19/2010,AAPL,28.449462,-1.539245276
1/19/2010,GSPC,1150.22998,-1.059782931
1/20/2010,MSFT,25.922532,-1.896045494
1/20/2010,IBM,113.469432,-0.959692827
1/20/2010,SBUX,10.670233,1.674537004
1/20/2010,AAPL,28.011555,-1.728618779
1/20/2010,GSPC,1138.040039,-1.894490375
1/21/2010,MSFT,25.431029,-3.498836009
1/21/2010,IBM,112.380474,-2.713177736
1/21/2010,SBUX,10.84891,-3.251690723
1/21/2010,AAPL,27.527342,-4.959868628
1/21/2010,GSPC,1116.47998,-2.214098814
1/22/2010,MSFT,24.541239,1.243095347
1/22/2010,IBM,109.331392,0.49402554
1/22/2010,SBUX,10.496137,-2.226104709
1/22/2010,AAPL,26.162022,2.690266066
1/22/2010,GSPC,1091.76001,0.459809753
1/25/2010,MSFT,24.84631,0.613914098
1/25/2010,IBM,109.871517,-0.293373577
1/25/2010,SBUX,10.262482,0.62500475
1/25/2010,AAPL,26.86585,1.413307228
1/25/2010,GSPC,1096.780029,-0.420319925
1/26/2010,MSFT,24.998845,0.576274624
1/26/2010,IBM,109.549183,0.461233928
1/26/2010,SBUX,10.326623,-0.576751955
1/26/2010,AAPL,27.245547,0.942021828
1/26/2010,GSPC,1092.170044,0.488015216
1/27/2010,MSFT,25.142907,-1.718910228
1/27/2010,IBM,110.054461,-2.042271599
1/27/2010,SBUX,10.267064,-1.4725534
1/27/2010,AAPL,27.502206,-4.132195795
1/27/2010,GSPC,1097.5,-1.181774123
1/28/2010,MSFT,24.710723,-3.360767712
1/28/2010,IBM,107.80685,-1.098990463
1/28/2010,SBUX,10.115876,-1.313400836
1/28/2010,AAPL,26.365761,-3.627875562
1/28/2010,GSPC,1084.530029,-0.982917367
1/29/2010,MSFT,23.880253,0.816180633
1/29/2010,IBM,106.622063,1.8628968
1/29/2010,SBUX,9.983014,2.019259915
1/29/2010,AAPL,25.409244,1.390190908
1/29/2010,GSPC,1073.869995,1.426610863
2/1/2010,MSFT,24.075159,0.17599053
2/1/2010,IBM,108.608322,0.689821909
2/1/2010,SBUX,10.184597,0.989661152
2/1/2010,AAPL,25.762481,0.580289608
2/1/2010,GSPC,1089.189941,1.297294849
2/2/2010,MSFT,24.117529,0.597333168
2/2/2010,IBM,109.357526,0.103564889
2/2/2010,SBUX,10.28539,-0.089087531
2/2/2010,AAPL,25.911978,1.720613532
2/2/2010,GSPC,1103.319946,-0.547431144
2/3/2010,MSFT,24.261591,-2.759340886
2/3/2010,IBM,109.470782,-2.116826022
2/3/2010,SBUX,10.276227,-2.764156533
2/3/2010,AAPL,26.357823,-3.60387123
2/3/2010,GSPC,1097.280029,-3.114067795
2/4/2010,MSFT,23.592131,0.646550326
2/4/2010,IBM,107.153476,0.4227609
2/4/2010,SBUX,9.992176,-0.504354607
2/4/2010,AAPL,25.407921,1.775580143
2/4/2010,GSPC,1063.109985,0.289711887
2/5/2010,MSFT,23.744666,-1.070665723
2/5/2010,IBM,107.606479,-0.886393653
2/5/2010,SBUX,9.94178,0.967744207
2/5/2010,AAPL,25.859059,-0.685562456
2/5/2010,GSPC,1066.189941,-0.886329034
2/8/2010,MSFT,23.49044,1.046178786
2/8/2010,IBM,106.652662,1.091238585
2/8/2010,SBUX,10.037991,1.277954921
2/8/2010,AAPL,25.681779,1.066351361
2/8/2010,GSPC,1056.73999,1.304013298
2/9/2010,MSFT,23.736192,-0.071405725
2/9/2010,IBM,107.816497,-0.324649761
2/9/2010,SBUX,10.166272,0.81118231
2/9/2010,AAPL,25.955637,-0.545388272
2/9/2010,GSPC,1070.52002,-0.223257385
2/10/2010,MSFT,23.719243,0.46445833
2/10/2010,IBM,107.466471,0.749128535
2/10/2010,SBUX,10.248739,0.849343514
2/10/2010,AAPL,25.814078,1.81938708
2/10/2010,GSPC,1068.130005,0.968043773
2/11/2010,MSFT,23.829409,-0.675677689
2/11/2010,IBM,108.271533,0.21821433
2/11/2010,SBUX,10.335786,0.177306303
2/11/2010,AAPL,26.283736,0.860722387
2/11/2010,GSPC,1078.469971,-0.274459288
2/12/2010,MSFT,23.668399,1.978418566
2/12/2010,IBM,108.507797,0.991938856
2/12/2010,SBUX,10.354112,1.238937728
2/12/2010,AAPL,26.509966,1.507138862
2/12/2010,GSPC,1075.51001,1.800074831
2/16/2010,MSFT,24.136659,0.846558755
2/16/2010,IBM,109.584128,0.87838268
2/16/2010,SBUX,10.482393,1.180064514
2/16/2010,AAPL,26.909508,-0.417893185
2/16/2010,GSPC,1094.869995,0.423795978
2/17/2010,MSFT,24.34099,1.329132463
2/17/2010,IBM,110.546696,1.171531169
2/17/2010,SBUX,10.606092,0.475170308
2/17/2010,AAPL,26.797055,0.187606437
2/17/2010,GSPC,1099.51001,0.658474223
2/18/2010,MSFT,24.664514,-0.690364302
2/18/2010,IBM,111.841785,-0.485091507
2/18/2010,SBUX,10.656489,0.429925841
2/18/2010,AAPL,26.847328,-0.620903503
2/18/2010,GSPC,1106.75,0.218662209
2/19/2010,MSFT,24.494239,-0.139036775
2/19/2010,IBM,111.29925,-0.267319861
2/19/2010,SBUX,10.702304,-1.969183458
2/19/2010,AAPL,26.680632,-0.619824148
2/19/2010,GSPC,1109.170044,-0.104585767
2/22/2010,MSFT,24.460183,-1.392270859
2/22/2010,IBM,111.001725,-0.307449276
2/22/2010,SBUX,10.491556,-0.960696392
2/22/2010,AAPL,26.515259,-1.676479947
2/22/2010,GSPC,1108.01001,-1.210280943
2/23/2010,MSFT,24.119631,1.058942403
2/23/2010,IBM,110.660451,0.893561332
2/23/2010,SBUX,10.390764,1.763662422
2/23/2010,AAPL,26.070736,1.826856749
2/23/2010,GSPC,1094.599976,0.972045883
2/24/2010,MSFT,24.375044,-0.104779298
2/24/2010,IBM,111.64927,-0.407553045
2/24/2010,SBUX,10.574022,-0.779892457
2/24/2010,AAPL,26.547011,0.667796461
2/24/2010,GSPC,1105.23999,-0.208104034
2/25/2010,MSFT,24.349504,0.244752419
2/25/2010,IBM,111.19424,0.070830108
2/25/2010,SBUX,10.491556,0.043663685
2/25/2010,AAPL,26.724291,1.29702599
2/25/2010,GSPC,1102.939941,0.140537933
2/26/2010,MSFT,24.4091,1.220790607
2/26/2010,IBM,111.272999,1.108842227
2/26/2010,SBUX,10.496137,1.658667374
2/26/2010,AAPL,27.070912,2.135672415
2/26/2010,GSPC,1104.48999,1.015850854
3/1/2010,MSFT,24.707084,-1.929709714
3/1/2010,IBM,112.506841,-0.894461164
3/1/2010,SBUX,10.670233,0.171748827
3/1/2010,AAPL,27.649058,-0.066993241
3/1/2010,GSPC,1115.709961,0.233044258
3/2/2010,MSFT,24.230309,0
3/2/2010,IBM,111.500511,-0.423796264
